application_id,job_title,company_name,location,employment_type,years_experience,remote_flag,skills_match_ratio,application_channel,day_of_week_applied,responded_within_7d
7236,Backend Developer,Polaris Systems,Seattle WA,contract,6,1,0.37,vendor,0,1
755,Platform Engineer,Synthetix Labs,Phoenix AZ,c2c,3,1,0.5522,vendor,3,0
3185,ML Engineer,BlueSky Tech,Miami FL,c2c,9,1,0.4231,vendor,4,0
4186,Full Stack Engineer,Stratus AI,Remote,c2c,5,0,0.3956,company_site,6,0
4819,Cloud Engineer,Orion Systems,Remote,full_time,7,0,0.0938,linkedin,2,0
9535,Frontend Developer,Vertex Dynamics,Seattle WA,full_time,3,0,0.1663,referral,3,0
3147,Platform Engineer,NovaTech AI,Remote,full_time,4,0,0.0564,linkedin,4,0
6928,LLM Engineer,CoreLogic AI,Miami FL,contract,7,0,,linkedin,1,1
4150,AI Research Scientist,Vortex ML,Seattle WA,full_time,6,1,-0.2,vendor,2,0
2821,Full Stack Engineer,Stratus AI,New York NY,full_time,5,,0.4966,vendor,3,1
4333,MLOps Engineer,Vortex ML,Dallas TX,full_time,8,1,0.261,linkedin,2,0
8398,Platform Engineer,Synthetix Labs,Remote,c2c,6,0,0.3258,vendor,4,
8497,Senior AI Engineer,Vortex ML,Boston MA,contract,6,yes,0.4312,linkedin,6,0
5413,Backend Developer,Nexus Data,Seattle WA,contract,5,0,0.0254,company_site,1,0
9753,GenAI Engineer,Meridian Labs,New York NY,full_time,8,1,0.5632,vendor,4,1
4413,MLOps Engineer,Orion Systems,Dallas TX,full_time,10,no,0.7987,other,0,1
9448,AI Product Engineer,Vortex ML,Seattle WA,full_time,9,1,0.4544,referral,0,0
602,AI Research Scientist,Apex Neural,Raleigh NC,full_time,3,1,0.5472,referral,1,0
6160,GenAI Engineer,PinnacleAI,Remote,full_time,9,1,0.0891,vendor,2,0
8934,Full Stack Engineer,Luminary AI,Los Angeles CA,full_time,9,1,0.3815,vendor,0,0
3013,Platform Engineer,ZenithSoft,Charlotte NC,full_time,4,0,0.3387,linkedin,5,1
2408,Backend Developer,Nexus Data,Denver CO,c2c,6,1,0.147,linkedin,2,0
3854,Data Engineer,Quantum Drift,Chicago IL,full_time,50,1,0.2212,other,0,0
3795,AI Research Scientist,Meridian Labs,Los Angeles CA,full_time,4,1,0.4311,Other,3,0
1045,Backend Developer,Polaris Systems,Remote,c2c,7,,0.6469,company_site,6,0
7361,Backend Developer,Synthetix Labs,Remote,full_time,3,1,0.4552,company_site,0,0
1558,Platform Engineer,Vertex Dynamics,Boston MA,contract,5,1,0.5028,company_site,5,0
3769,GenAI Engineer,Apex Neural,Miami FL,full_time,6,1,0.1384,Other,2,0
3551,Data Engineer,DataBridge Inc,Charlotte NC,full_time,9,0,,linkedin,3,0
181,AI Research Scientist,ZenithSoft,Denver CO,contract,3,0,0.3389,linkedin,8,0
2116,Data Scientist,Quantum Drift,San Francisco CA,full_time,9,0,0.115,linkedin,6,0
1700,ML Engineer,Synthetix Labs,Miami FL,c2c,1,0,0.4083,vendor,5,0
1380,Platform Engineer,Infinex Analytics,Raleigh NC,full_time,2,1,0.3042,company_site,0,0
7255,Senior AI Engineer,NovaTech AI,Boston MA,c2c,9,1,0.5634,linkedin,6,1
6061,GenAI Engineer,Polaris Systems,Charlotte NC,c2c,7,1,0.1816,linkedin,0,0
619,Full Stack Engineer,Echo AI,Minneapolis MN,full_time,,0,0.2734,LinkedIn,4,0
3119,AI Product Engineer,Meridian Labs,Remote,contract,7,0,0.4819,other,2,0
9867,Full Stack Engineer,Polaris Systems,Dallas TX,full_time,4,0,0.5208,linkedin,3,0
1601,LLM Engineer,Prism Data,Raleigh NC,contract,7,1,0.1164,company_site,0,0
9116,Backend Developer,Luminary AI,Portland OR,contract,0,1,0.2174,company_site,1,0
1616,Cloud Engineer,Stratus AI,Phoenix AZ,contract,6,1,0.4084,linkedin,2,0
8874,ML Engineer,Cascade Technologies,Denver CO,full_time,6,1,,LinkedIn,0,0
439,MLOps Engineer,PinnacleAI,Miami FL,full_time,6,yes,0.7479,linkedin,6,1
6693,MLOps Engineer,Polaris Systems,Seattle WA,c2c,1,1,0.4133,linkedin,4,1
2084,Backend Developer,Stratus AI,Minneapolis MN,c2c,10,0,0.6649,vendor,2,0
3056,Full Stack Engineer,Prism Data,New York NY,contract,0,1,0.0576,linkedin,6,0
3102,GenAI Engineer,Synthetix Labs,San Francisco CA,full_time,0,1,0.313,linkedin,6,0
5141,Software Engineer,TrueLayer AI,Miami FL,contract,2,0,0.3125,Referral,3,1
6461,Platform Engineer,CoreLogic AI,Portland OR,full_time,4,0,0.0806,company_site,6,0
4922,AI Product Engineer,Synthetix Labs,Remote,contract,3,1,,linkedin,2,0
6832,Platform Engineer,BlueSky Tech,Austin TX,full_time,3,1,0.4337,linkedin,2,0
9942,Platform Engineer,Infinex Analytics,Miami FL,c2c,10,0,0.448,companysite,6,1
5021,Backend Developer,PinnacleAI,Miami FL,c2c,11,0,0.7851,company_site,6,0
8348,Software Engineer,Stratus AI,Los Angeles CA,full_time,6,1,0.5384,linkedin,2,0
1919,Backend Developer,Synthetix Labs,New York NY,internship,-1,,0.358,linkedin,,0
8344,ML Engineer,Helios Cloud,New York NY,full_time,2,0,0.1414,vendor,2,1
5728,Platform Engineer,Synthetix Labs,San Francisco CA,contract,4,1,0.3296,vendor,4,0
8459,Cloud Engineer,Apex Neural,Remote,contract,11,1,,linkedin,0,0
9599,MLOps Engineer,CoreLogic AI,San Francisco CA,c2c,5,1,0.1765,company_site,5,0
9080,Platform Engineer,Polaris Systems,Remote,full_time,6,0,0.6043,vendor,4,0
2055,Cloud Engineer,DataBridge Inc,San Francisco CA,full_time,5,1,0.1815,other,6,0
2336,GenAI Engineer,Orion Systems,Austin TX,full_time,9,1,0.558,other,1,1
9224,ML Engineer,PinnacleAI,San Francisco CA,full_time,0,1,0.2518,Vendor,6,0
3996,Platform Engineer,Echo AI,Denver CO,full_time,0,0,,vendor,0,0
1127,Data Engineer,Luminary AI,Miami FL,full_time,3,0,0.3245,linkedin,2,0
6709,Backend Developer,CoreLogic AI,Chicago IL,full_time,5,1,0.1691,vendor,0,0
4618,Full Stack Engineer,Prism Data,Remote,full_time,3,0,0.3676,company_site,2,1
7400,LLM Engineer,Vortex ML,Seattle WA,full_time,5,1,0.4169,linkedin,6,0
3128,Frontend Developer,DataBridge Inc,Charlotte NC,c2c,8,,0.2818,linkedin,2,0
1323,ML Engineer,Meridian Labs,Raleigh NC,c2c,5,1,0.3745,linkedin,0,0
1604,Software Engineer,Vortex ML,Phoenix AZ,c2c,1,1,0.2561,Vendor,5,1
9787,Frontend Developer,CoreLogic AI,San Francisco CA,contract,1,1,0.2919,,0,0
7915,Software Engineer,Orion Systems,Nashville TN,full_time,4,0,0.2088,company_site,0,0
9197,Cloud Engineer,Synthetix Labs,Nashville TN,internship,1,,0.4292,linkedin,4,0
9709,Data Scientist,Vortex ML,Remote,full_time,2,0,0.2097,other,3,0
4449,AI Research Scientist,DataBridge Inc,Remote,full_time,6,0,0.5162,LINKEDIN,3,0
7845,MLOps Engineer,Vertex Dynamics,Dallas TX,full_time,10,0,1.5,vendor,4,0
9358,Data Engineer,CloudNine Systems,Remote,full_time,4,1,0.2406,company_site,0,0
3509,ML Engineer,Polaris Systems,Remote,full_time,5,0,0.4564,linkedin,6,0
3704,AI Product Engineer,Echo AI,New York NY,contract,,0,0.7476,companysite,6,0
1560,Data Scientist,Cascade Technologies,Los Angeles CA,c2c,1,0,0.268,vendor,2,1
4699,MLOps Engineer,Stratus AI,Remote,contract,4,1,0.4065,linkedin,1,1
7584,GenAI Engineer,NovaTech AI,Charlotte NC,full_time,4,1,0.4406,referral,4,0
5082,Full Stack Engineer,CoreLogic AI,Charlotte NC,contract,7,1,0.1726,company_site,4,0
2565,AI Research Scientist,CloudNine Systems,Charlotte NC,contract,8,0,0.6492,linkedin,6,0
3486,MLOps Engineer,Nexus Data,Austin TX,full_time,3,0,0.257,linkedin,6,0
8397,Frontend Developer,BlueSky Tech,Austin TX,c2c,3,0,0.3141,vendor,3,0
1355,Full Stack Engineer,CloudNine Systems,Phoenix AZ,contract,10,0,0.1603,vendor,6,1
46,Platform Engineer,Vertex Dynamics,Chicago IL,full_time,6,0,0.193,,3,0
7626,Full Stack Engineer,Vortex ML,New York NY,contract,8,0,0.1642,company_site,1,0
749,Full Stack Engineer,Helios Cloud,Raleigh NC,contract,2,0,0.0851,company_site,6,0
6720,Platform Engineer,Nexus Data,Dallas TX,contract,2,0,0.2568,Referral,6,0
8514,Full Stack Engineer,Infinex Analytics,Austin TX,full_time,7,0,0.2903,linkedin,2,0
5509,Data Engineer,ZenithSoft,Boston MA,full_time,4,1,0.2321,company_site,5,0
9323,AI Product Engineer,ZenithSoft,Remote,c2c,0,1,0.4232,referral,0,0
3129,GenAI Engineer,Cascade Technologies,Nashville TN,contract,3,0,0.016,company_site,3,0
6647,Data Engineer,NovaTech AI,Remote,full_time,5,1,0.4743,linkedin,1,0
7610,Senior AI Engineer,Apex Neural,Chicago IL,full_time,4,1,0.1795,company_site,4,0
7249,Data Scientist,Vortex ML,Minneapolis MN,full_time,3,0,0.4157,other,0,0
2252,Senior AI Engineer,Nexus Data,Miami FL,full_time,3,3,0.5757,referral,3,2
3064,Frontend Developer,Prism Data,Seattle WA,contract,8,0,0.4273,Other,1,0
2587,Full Stack Engineer,Nexus Data,Minneapolis MN,full_time,4,0,0.3626,vendor,1,0
3523,Senior AI Engineer,Quantum Drift,Miami FL,full_time,7,0,0.2645,company_site,6,0
4694,Data Scientist,Luminary AI,New York NY,c2c,6,1,0.1701,other,2,0
8679,Senior AI Engineer,Cascade Technologies,Raleigh NC,contract,3,0,0.07,company_site,4,0
6920,Platform Engineer,Vortex ML,Los Angeles CA,full_time,2,0,0.081,company_site ,3,0
5877,AI Product Engineer,Nexus Data,Portland OR,c2c,4,0,0.3366,linkedin,2,0
4683,Frontend Developer,Helios Cloud,Austin TX,full_time,1,1,0.3108,company_site,0,0
3881,LLM Engineer,ZenithSoft,Miami FL,full_time,2,0,0.5962,referral,4,0
9654,AI Product Engineer,BlueSky Tech,Remote,contract,7,1,0.5755,linkedin,0,1
9759,MLOps Engineer,NovaTech AI,Boston MA,contract,3,1,0.5353,other,5,0
665,MLOps Engineer,CoreLogic AI,Seattle WA,full_time,0,1,0.2877,referral,5,
7462,Cloud Engineer,Stratus AI,Austin TX,c2c,-2,0,0.3701,company_site,4,0
3035,GenAI Engineer,Luminary AI,Nashville TN,full_time,2,0,0.478,linkedin,4,0
3707,Senior AI Engineer,Prism Data,Boston MA,contract,3,1,0.7031,linkedin,1,0
9615,Backend Developer,Echo AI,Miami FL,full_time,9,1,0.2567,vendor,5,0
2649,AI Research Scientist,TrueLayer AI,San Francisco CA,full_time,3,1,0.487,vendor,4,0
676,Software Engineer,CoreLogic AI,Charlotte NC,contract,8,1,0.3486,linkedin,3,0
6633,MLOps Engineer,Orion Systems,Raleigh NC,c2c,8,1,0.1257,LINKEDIN,0,0
4090,Backend Developer,TrueLayer AI,San Francisco CA,full_time,2,1,0.0946,other,0,0
8517,MLOps Engineer,Meridian Labs,Chicago IL,full_time,6,1,0.4291,company_site,6,0
1963,LLM Engineer,BlueSky Tech,Remote,contract,4,0,0.1576,vendor,2,0
1841,Software Engineer,NovaTech AI,Nashville TN,full_time,2,1,0.758,company_site ,8,0
6096,Data Scientist,PinnacleAI,San Francisco CA,full_time,1,0,0.2243,vendor,0,1
4378,AI Product Engineer,Polaris Systems,Los Angeles CA,contract,3,0,0.4209,other,1,0
3567,AI Research Scientist,ZenithSoft,Nashville TN,full_time,2,0,0.0223,referral,3,0
9905,Backend Developer,Echo AI,Seattle WA,c2c,9,0,0.3545,vendor,2,0
4885,Data Engineer,TrueLayer AI,New York NY,full_time,7,0,0.3031,company_site,4,0
7076,AI Research Scientist,Infinex Analytics,Raleigh NC,full_time,11,1,0.1165,other,1,0
3054,AI Product Engineer,Infinex Analytics,Los Angeles CA,full_time,1,1,0.4176,vendor,0,0
7924,MLOps Engineer,BlueSky Tech,Portland OR,contract,6,1,0.0997,linkedin,4,0
6235,Software Engineer,BlueSky Tech,Nashville TN,contract,1,0,,LI,3,0
4784,Data Scientist,CoreLogic AI,Austin TX,contract,3,1,0.7798,LI,3,0
412,ML Engineer,Orion Systems,Minneapolis MN,contract,2,1,0.1768,company_site,1,0
614,Senior AI Engineer,Polaris Systems,Remote,full_time,3,0,0.2145,company_site,5,0
9149,Frontend Developer,Prism Data,Denver CO,full_time,6,1,0.429,vendor,2,1
5230,Software Engineer,Echo AI,Boston MA,full_time,5,1,,vendor,2,0
1431,Platform Engineer,Vertex Dynamics,Raleigh NC,c2c,6,1,0.2279,company_site,2,1
6034,Senior AI Engineer,Cascade Technologies,Raleigh NC,full_time,6,0,0.2432,other,5,1
7506,ML Engineer,Prism Data,Minneapolis MN,contract,2,1,0.5085,referral,2,0
9692,Senior AI Engineer,Synthetix Labs,Charlotte NC,full_time,4,0,0.287,linkedin,6,0
3615,Backend Developer,BlueSky Tech,Charlotte NC,contract,3,0,0.5723,linkedin,5,0
4105,AI Product Engineer,ZenithSoft,Atlanta GA,contract,4,0,0.3391,referral,3,0
1418,MLOps Engineer,Prism Data,Chicago IL,contract,9,0,0.7045,company_site,6,0
4152,Backend Developer,Apex Neural,Los Angeles CA,c2c,8,1,0.4038,other,3,0
605,Data Scientist,Synthetix Labs,Raleigh NC,full_time,4,0,,company_site,4,1
1273,AI Research Scientist,Stratus AI,Raleigh NC,full_time,,1,0.2757,company_site,4,0
4387,ML Engineer,Synthetix Labs,Raleigh NC,contract,7,1,0.2446,linkedin,1,0
6391,ML Engineer,Nexus Data,Charlotte NC,contract,0,0,0.3866,company_site,5,0
9904,AI Product Engineer,Cascade Technologies,Nashville TN,full_time,2,0,0.4159,linkedin,3,0
248,LLM Engineer,Vortex ML,Atlanta GA,full_time,5,1,0.215,linkedin,5,0
8762,AI Research Scientist,Prism Data,Atlanta GA,full_time,6,1,0.0774,company_site,0,0
1983,Software Engineer,NovaTech AI,Chicago IL,full_time,5,1,0.3044,company_site,5,0
2827,MLOps Engineer,Quantum Drift,Phoenix AZ,full_time,9,0,0.2655,referral,4,0
5351,LLM Engineer,CoreLogic AI,Seattle WA,full_time,99,1,0.3021,referral,0,1
200,GenAI Engineer,Nexus Data,San Francisco CA,full_time,7,1,0.1323,company_site,1,0
486,MLOps Engineer,Quantum Drift,Nashville TN,contract,7,0,0.5251,Other,4,0
6106,Backend Developer,PinnacleAI,Boston MA,full_time,5,1,0.3123,referral,3,0
6576,AI Research Scientist,TrueLayer AI,Los Angeles CA,full_time,8,1,0.1061,LinkedIn,2,0
456,Backend Developer,CoreLogic AI,Chicago IL,full_time,10,1,0.1043,company_site,4,0
9814,Cloud Engineer,Infinex Analytics,Denver CO,full_time,4,1,0.5274,linkedin,2,0
8841,Backend Developer,PinnacleAI,Raleigh NC,internship,7,1,0.4945,,5,2
6667,Data Scientist,Quantum Drift,Raleigh NC,c2c,4,1,0.5303,linkedin,6,0
1722,ML Engineer,NovaTech AI,Miami FL,contract,5,0,0.3367,company_site,1,0
5174,Full Stack Engineer,Luminary AI,Portland OR,full_time,1,0,0.6418,linkedin,6,0
8808,Data Scientist,Prism Data,Los Angeles CA,full_time,0,1,0.2601,linkedin,4,0
8193,GenAI Engineer,DataBridge Inc,Raleigh NC,full_time,8,1,0.1444,company_site,6,0
6197,Data Scientist,Quantum Drift,Remote,full_time,5,3,0.43,linkedin,2,0
5831,Data Engineer,DataBridge Inc,Remote,full_time,,0,0.5824,linkedin,3,0
2957,AI Product Engineer,Quantum Drift,Miami FL,full_time,8,0,0.5277,vendor,4,0
863,Data Engineer,Synthetix Labs,Miami FL,full_time,5,1,0.1452,company_site,2,0
2095,AI Product Engineer,CloudNine Systems,Charlotte NC,contract,5,1,0.4215,vendor,1,1
948,MLOps Engineer,Echo AI,Miami FL,c2c,3,1,0.1639,company_site,-1,0
7648,Data Engineer,Quantum Drift,Portland OR,internship,0,0,0.1632,other,5,0
1445,AI Product Engineer,Synthetix Labs,Charlotte NC,c2c,8,0,0.4417,referral,3,1
1281,MLOps Engineer,BlueSky Tech,Remote,c2c,6,3,0.5662,company_site ,2,1
4182,MLOps Engineer,Stratus AI,Austin TX,c2c,5,,0.1806,referral,0,0
4230,ML Engineer,ZenithSoft,Atlanta GA,full_time,7,1,0.2377,linkedin,3,0
3393,Frontend Developer,Synthetix Labs,Remote,full_time,12,0,0.279,linkedin,1,0
8218,AI Research Scientist,Echo AI,Nashville TN,full_time,3,0,0.5277,LinkedIn,3,0
7962,ML Engineer,Meridian Labs,Remote,c2c,1,1,0.3377,company_site,6,0
2303,LLM Engineer,Nexus Data,Remote,full_time,0,0,0.0633,linkedin,5,0
2005,Data Engineer,DataBridge Inc,Portland OR,internship,8,0,0.2936,linkedin,4,0
5791,AI Research Scientist,ZenithSoft,Atlanta GA,full_time,3,1,0.4108,vendor,0,0
8719,AI Product Engineer,Orion Systems,Boston MA,c2c,99,0,0.2268,vendor,2,0
1006,Data Scientist,Nexus Data,Remote,full_time,8,1,0.3851,vendor,0,0
2361,LLM Engineer,Apex Neural,Phoenix AZ,c2c,5,0,0.7629,vendor,3,1
3783,Software Engineer,Luminary AI,Remote,full_time,6,0,0.5998,linkedin,2,0
5492,Data Scientist,Cascade Technologies,Denver CO,full_time,1,1,0.2133,linkedin,6,0
8954,AI Product Engineer,Orion Systems,Dallas TX,full_time,3,1,0.4326,,6,0
2133,Backend Developer,Prism Data,Miami FL,internship,0,1,0.3504,linkedin,4,0
4281,ML Engineer,CloudNine Systems,Los Angeles CA,full_time,1,1,0.5874,LinkedIn,,0
2058,Senior AI Engineer,Polaris Systems,Miami FL,c2c,6,1,0.6618,other,0,1
2875,ML Engineer,Synthetix Labs,Charlotte NC,full_time,7,0,0.4559,linkedin,1,
230,ML Engineer,Cascade Technologies,Remote,contract,6,1,0.2867,referral,3,0
9524,Software Engineer,Prism Data,Chicago IL,full_time,4,,0.5072,company_site,6,0
9859,GenAI Engineer,ZenithSoft,New York NY,full_time,6,0,0.213,linkedin,5,0
6018,Platform Engineer,Polaris Systems,Denver CO,full_time,4,0,0.2873,vendor,0,0
2459,AI Research Scientist,TrueLayer AI,New York NY,full_time,3,1,0.5592,company_site ,3,0
3442,LLM Engineer,Echo AI,Raleigh NC,full_time,5,0,0.1543,company_site,6,0
8395,Backend Developer,Echo AI,San Francisco CA,internship,3,1,0.678,referral,0,1
210,ML Engineer,Vertex Dynamics,Seattle WA,full_time,,1,0.5829,linkedin,3,0
4696,Senior AI Engineer,Infinex Analytics,Nashville TN,full_time,7,1,0.3741,company_site,0,0
2520,ML Engineer,ZenithSoft,Phoenix AZ,full_time,4,1,0.1744,linkedin,4,0
9232,Backend Developer,Apex Neural,Portland OR,contract,7,1,0.4211,linkedin,6,0
8892,Platform Engineer,Orion Systems,Chicago IL,contract,4,0,0.2261,company_site,5,0
3687,Backend Developer,Helios Cloud,Denver CO,full_time,6,1,0.1092,vendor,3,1
1729,Platform Engineer,Cascade Technologies,Raleigh NC,full_time,0,1,0.6251,linkedin,6,0
4192,Software Engineer,TrueLayer AI,Raleigh NC,contract,0,1,0.0088,linkedin,2,1
338,AI Product Engineer,Polaris Systems,San Francisco CA,contract,6,1,0.4806,linkedin,6,0
5004,ML Engineer,Helios Cloud,Denver CO,full_time,4,1,0.4195,referral,5,0
5216,Frontend Developer,Infinex Analytics,Miami FL,internship,6,0,0.3165,linkedin,3,1
7274,ML Engineer,CloudNine Systems,Austin TX,internship,3,1,0.0413,company_site,3,0
6114,LLM Engineer,Helios Cloud,Austin TX,full_time,3,,0.3191,referral,3,0
1227,Backend Developer,Apex Neural,Remote,c2c,4,0,0.1138,other,6,1
3321,Software Engineer,Synthetix Labs,Dallas TX,full_time,5,1,0.5132,vendor,5,0
4334,Senior AI Engineer,DataBridge Inc,Remote,full_time,2,1,0.633,vendor,3,0
8418,Senior AI Engineer,CoreLogic AI,Austin TX,full_time,3,1,0.1809,referral,3,0
5217,ML Engineer,CloudNine Systems,Miami FL,full_time,4,0,0.4457,Linkedin ,1,0
2112,Full Stack Engineer,Meridian Labs,Portland OR,contract,1,1,0.2761,company_site,0,0
3835,Platform Engineer,Stratus AI,Raleigh NC,full_time,7,1,0.0947,Linkedin ,6,0
9807,AI Product Engineer,PinnacleAI,Remote,full_time,3,1,0.0878,Linkedin ,1,0
8328,LLM Engineer,Luminary AI,Chicago IL,full_time,9,1,0.143,linkedin,4,1
1018,Full Stack Engineer,Infinex Analytics,Nashville TN,full_time,5,1,,linkedin,3,0
3992,AI Product Engineer,Orion Systems,Remote,full_time,6,0,0.3843,vendor,4,0
9801,Full Stack Engineer,Polaris Systems,Dallas TX,full_time,5,0,0.0776,linkedin,0,0
5035,Frontend Developer,Helios Cloud,Austin TX,contract,0,0,0.1044,vendor,1,0
1929,Data Scientist,Nexus Data,Portland OR,full_time,5,1,0.1225,linkedin,4,0
351,Platform Engineer,Luminary AI,Chicago IL,c2c,7,1,0.2033,linkedin,3,0
7768,MLOps Engineer,Meridian Labs,Remote,full_time,11,1,0.1486,linkedin,0,0
6044,Full Stack Engineer,Stratus AI,San Francisco CA,full_time,3,,0.6879,linkedin,5,0
1935,MLOps Engineer,Nexus Data,Austin TX,full_time,11,0,0.2223,linkedin,0,0
6927,ML Engineer,ZenithSoft,Dallas TX,full_time,6,0,0.0479,linkedin,5,0
7673,AI Research Scientist,Stratus AI,Seattle WA,full_time,4,1,1.3,referral,6,1
565,AI Product Engineer,DataBridge Inc,Nashville TN,full_time,3,0,0.0816,Referral,6,0
1583,LLM Engineer,Vortex ML,Raleigh NC,full_time,7,1,0.4546,company_site,1,1
7633,AI Research Scientist,Luminary AI,Austin TX,full_time,3,0,0.2409,other,3,0
2176,Software Engineer,Vortex ML,Remote,contract,2,1,0.2515,linkedin,5,1
4897,Frontend Developer,Meridian Labs,Nashville TN,full_time,,0,,linkedin,4,0
4727,Senior AI Engineer,Apex Neural,Minneapolis MN,contract,7,1,1.3,vendor,6,0
2229,AI Product Engineer,BlueSky Tech,Atlanta GA,c2c,7,1,0.3982,company_site,1,0
1116,Frontend Developer,Infinex Analytics,New York NY,full_time,4,1,0.7974,vendor,2,0
2626,Software Engineer,ZenithSoft,Remote,contract,6,1,0.1023,company_site,0,1
4360,ML Engineer,Infinex Analytics,Atlanta GA,full_time,3,1,0.5098,linkedin,1,0
6701,LLM Engineer,Vertex Dynamics,Boston MA,full_time,0,0,0.2423,vendor,2,0
4690,AI Product Engineer,Polaris Systems,Seattle WA,full_time,12,,0.3699,linkedin,4,0
7503,ML Engineer,CoreLogic AI,Remote,full_time,1,0,0.6473,company_site,1,0
822,AI Product Engineer,NovaTech AI,New York NY,contract,11,1,0.0774,linkedin,6,0
3796,Backend Developer,BlueSky Tech,Dallas TX,c2c,0,1,0.1805,linkedin,4,0
2273,Senior AI Engineer,Prism Data,Boston MA,full_time,8,1,0.3361,linkedin,0,0
6501,Data Engineer,ZenithSoft,Austin TX,contract,7,1,0.2504,linkedin,1,
82,Data Engineer,Polaris Systems,Boston MA,full_time,7,0,0.2067,company_site,0,0
1324,MLOps Engineer,Luminary AI,Boston MA,contract,8,0,0.5183,other,3,1
4029,AI Product Engineer,TrueLayer AI,Boston MA,full_time,4,1,0.124,company_site,4,0
1615,ML Engineer,Synthetix Labs,New York NY,full_time,2,1,0.4521,company_site,2,0
832,Data Scientist,Polaris Systems,Nashville TN,full_time,8,0,0.3456,LI,0,1
3915,GenAI Engineer,DataBridge Inc,New York NY,full_time,10,1,0.4233,linkedin,3,1
5170,MLOps Engineer,Cascade Technologies,Charlotte NC,contract,12,,0.5096,linkedin,3,1
2421,Data Engineer,Vertex Dynamics,Denver CO,contract,2,1,0.1391,vendor,0,
4481,Senior AI Engineer,Synthetix Labs,Remote,full_time,1,0,0.3508,company_site,6,1
9429,MLOps Engineer,Luminary AI,Chicago IL,c2c,6,1,0.4462,linkedin,6,
3401,Cloud Engineer,Prism Data,Remote,full_time,,1,0.4205,company_site,0,0
1650,LLM Engineer,Vertex Dynamics,Nashville TN,contract,5,1,0.1973,linkedin,5,0
4098,Full Stack Engineer,Nexus Data,Remote,internship,12,1,0.2712,vendor,5,1
8182,Senior AI Engineer,Cascade Technologies,Charlotte NC,contract,9,0,0.3998,company_site,6,0
8539,AI Research Scientist,CoreLogic AI,Miami FL,full_time,5,1,0.5205,referral,6,0
3308,Platform Engineer,Quantum Drift,Denver CO,full_time,1,0,0.208,other,2,0
7348,Data Engineer,Luminary AI,Los Angeles CA,contract,2,1,1.5,company_site,5,1
7169,Senior AI Engineer,BlueSky Tech,Remote,full_time,5,1,0.1207,company_site,0,1
6915,AI Product Engineer,Vertex Dynamics,Dallas TX,contract,1,1,0.1817,vendor,0,0
3464,Frontend Developer,Vertex Dynamics,Miami FL,contract,0,0,0.4552,Other,6,0
3750,Frontend Developer,Cascade Technologies,Raleigh NC,full_time,4,0,0.3852,linkedin,4,0
9909,Software Engineer,Infinex Analytics,Chicago IL,full_time,4,1,0.2971,companysite,1,0
750,GenAI Engineer,Vertex Dynamics,Phoenix AZ,c2c,0,1,0.6117,linkedin,5,1
8215,GenAI Engineer,ZenithSoft,Charlotte NC,full_time,1,0,0.1257,company_site,6,0
2374,LLM Engineer,Vortex ML,Phoenix AZ,contract,8,1,0.3925,linkedin,1,0
7317,LLM Engineer,Infinex Analytics,Austin TX,full_time,0,0,0.629,linkedin,3,0
2847,Cloud Engineer,Orion Systems,Denver CO,full_time,12,0,,linkedin,2,0
8384,ML Engineer,Vertex Dynamics,Seattle WA,contract,5,1,0.5216,linkedin,6,0
5318,AI Research Scientist,Infinex Analytics,Chicago IL,contract,7,0,0.4847,linkedin,2,0
6433,Data Engineer,Nexus Data,Miami FL,contract,,1,0.3948,linkedin,2,2
8554,Data Engineer,Quantum Drift,Remote,contract,7,,0.1961,linkedin,3,1
4473,Data Engineer,Prism Data,Charlotte NC,full_time,4,1,0.0988,vendor,0,0
1140,GenAI Engineer,Stratus AI,Remote,contract,4,1,0.3955,Other,1,2
8709,Frontend Developer,Nexus Data,Remote,contract,5,1,0.0503,vendor,2,0
2232,Platform Engineer,Polaris Systems,Nashville TN,full_time,0,0,0.3366,linkedin,5,0
2165,Data Scientist,Infinex Analytics,Nashville TN,full_time,6,0,0.6204,linkedin,5,0
4036,Full Stack Engineer,Stratus AI,Nashville TN,full_time,2,1,0.1938,company_site,6,0
6426,LLM Engineer,Vortex ML,Boston MA,contract,0,0,0.755,company_site,3,0
6420,ML Engineer,Prism Data,Dallas TX,full_time,2,1,,company_site,0,0
2499,Backend Developer,Apex Neural,Charlotte NC,c2c,6,0,0.2943,linkedin,6,0
1571,Data Engineer,Stratus AI,Phoenix AZ,c2c,2,1,0.2281,company_site,6,1
173,Full Stack Engineer,Nexus Data,Charlotte NC,contract,4,0,0.222,other,6,0
7189,Cloud Engineer,Meridian Labs,Chicago IL,c2c,3,1,0.4924,vendor,6,0
2088,Senior AI Engineer,CoreLogic AI,Phoenix AZ,full_time,10,1,0.3259,linkedin,0,1
6157,Backend Developer,ZenithSoft,Dallas TX,full_time,3,1,0.0896,linkedin,2,0
7305,MLOps Engineer,Helios Cloud,San Francisco CA,full_time,2,0,0.6212,referral,5,0
8350,Senior AI Engineer,NovaTech AI,New York NY,full_time,3,1,0.5268,company_site,3,0
6361,Software Engineer,Polaris Systems,Remote,full_time,4,0,0.3303,other,0,0
6015,Senior AI Engineer,Vertex Dynamics,San Francisco CA,internship,2,1,0.2596,linkedin,5,0
3530,Full Stack Engineer,Echo AI,Nashville TN,full_time,99,1,,company_site,6,1
